numNodes,numEdges,avgDegree,minDegree,maxDegree,stdR, stdG,stdB,avgR,avgG,avgB,avgTexture,avgEdgeWeight,minEdgeWeight,maxEdgeWeight,stdtexture
6,5,0.6666666666666666,0,1,32.95448320477131,37.57288621893437,31.9302492451169,63.74983725978817,73.77067059335451,56.85400392665317,12.833333333333334,0.015147908528645834,0.0,0.017679850260416668,26.113138613795652
6,6,0.0,0,0,120.20815280171308,120.20815280171308,120.20815280171308,170.0,170.0,170.0,170.0,0.9922027587890625,0.0,0.9922027587890625,120.20815280171308
